"STATION","DATE","ACMH","ACSH","AWND","FMTM","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN","WDF1","WDF2","WDF5","WDFG","WDFM","WESD","WSF1","WSF2","WSF5","WSFG","WSFM","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT11","WT13","WT14","WT15","WT16","WT17","WT18","WT19","WT21","WT22","WV01"
"USW00094789","1986-11-27","   10","    0","   56"," 0450"," 0446","    0","    0","    0",,"  128","   44",,"  310",,,"  315",,,"   98",,,"  159",,,,,,,,,,,,,,,,,,,,,
"USW00094789","1986-11-28","   80","  100","   31"," 1150"," 1450","    0","    0","    0",,"  106","    6",,"  240",,,"  225",,,"   58",,,"   67",,,,,,,,,,,,,,,,,,,,,
"USW00094789","1986-11-29","   60","   70","   52"," 1950"," 2005","    0","    0","    0",,"  133","   39",,"  330",,,"  315",,,"   94",,,"  113",,"    1",,,,,,,"    1",,,,,,,,,,,,
"USW00094789","1986-11-30","   10","   10","   56"," 2350"," 2342","    0","    0","    0",,"   83","   -6",,"   10",,,"  360",,,"   76",,,"  108",,,,,,,,,,,,,,,,,,,,,
"USW00094789","1986-12-01","   70","   50","   51"," 0050"," 0212","    0","    0","    0",,"   33","  -39",,"   20",,,"  360",,,"   94",,,"  118",,,,,,,,,,,,,,,,,,,,,
"USW00094789","1986-12-02","  100","  100","   86"," 2050"," 2107","  318","    0","    0",,"  122","   22",,"   80",,,"   90",,,"  130",,,"  185",,"    1",,,,,,,,,,,,,"    1",,,,,,
"USW00094789","1986-12-03","   80","   90","   68"," 1250"," 1102","  201","    0","    0",,"  144","   83",,"  270",,,"  270",,,"  103",,,"  164",,"    1",,,,,,,,,,,,,"    1",,,,,,
"USW00094789","1986-12-04","   20","   20","   79"," 0450"," 1112","    0","    0","    0",,"  117","   33",,"  280",,,"  270",,,"  103",,,"  175",,,,,,,,,,,,,,,,,,,,,
"USW00094789","1986-12-05","   20","   50","   60"," 0850"," 0910","    0","    0","    0",,"   61","   17",,"  290",,,"  270",,,"   80",,,"  118",,,,,,,,,,,,,,,,,,,,,
"USW00094789","1986-12-06","   20","   10","   46"," 1850"," 1115","    0","    0","    0",,"   61","  -17",,"  270",,,"  225",,,"   72",,,"  103",,,,,,,,,,,,,,,,,,,,,
"USW00094789","1986-12-07","   80","   80","   37"," 1750"," 1837","    0","    0","    0",,"   78","   17",,"  210",,,"  225",,,"   89",,,"  123",,,,,,,,,,,,,,,,,,,,,
"USW00094789","1986-12-08","  100","   90","   43"," 0850"," 0838","   13","    0","    0",,"   83","    6",,"  330",,,"  315",,,"   67",,,"  118",,,,,,,,,,,,,,,"    1",,"    1",,,,
"USW00094789","1986-12-09","  100","  100","   37"," 0750"," 1116","  193","   10","    0",,"  106","    6",,"   50",,,"   90",,,"   63",,,"   93",,"    1",,,,,,,,,,,"    1",,"    1",,"    1",,,,
"USW00094789","1986-12-10","   90","   90","   54"," 1250"," 1848","    5","    0","    0",,"  128","   39",,"  290",,,"  270",,,"   94",,,"  149",,"    1","    1",,,,,,,,,,"    1",,"    1",,,,,,
"USW00094789","1986-12-11","  100","  100","   42"," 0350"," 2226","   74","    8","    0",,"   39","    6",,"  340",,,"  360",,,"   67",,,"   87",,"    1",,,"    1",,,,,,,,"    1",,"    1",,"    1",,,,
"USW00094789","1986-12-12","   90","  100","   60"," 1253"," 1128","    0","    0","    0",,"   44","   11",,"  310",,,"  315",,,"   80",,,"  118",,"    1",,,,,,,,,,,"    1",,"    1",,,,,,
"USW00094789","1986-12-13","   10","   10","   85"," 0750"," 0958","    0","    0","    0",,"   17","  -61",,"  330",,,"  315",,,"  125",,,"  164",,,,,,,,,,,,,,,,,,,,,
"USW00094789","1986-12-14","   20","   30","   60"," 1950"," 2118","    0","    0","    0",,"   22","  -61",,"  240",,,"  270",,,"   94",,,"  123",,,,,,,,,,,,,,,,,,,,,
"USW00094789","1986-12-15","   30","   50","   50"," 0350"," 0801","    0","    0","    0",,"   89","    0",,"  260",,,"  270",,,"   72",,,"  113",,,,,,,,,,,,,,,,,,,,,
"USW00094789","1986-12-16","   90","   90","   23"," 1350"," 1220","    0","    0","    0",,"   83","   11",,"  210",,,"  225",,,"   40",,,"   62",,,,,,,,,,,,,,,,,,,,,
"USW00094789","1986-12-17","  100","  100","   39"," 2350"," 2256","    0","    0","    0",,"   78","   28",,"  100",,,"   90",,,"   63",,,"   93",,,,,,,,,"    1",,,,,,,,,,,,
"USW00094789","1986-12-18","  100","  100","   68"," 1850"," 2053","  335","    0","    0",,"   78","   33",,"   10",,,"  315",,,"   89",,,"  123",,"    1",,,,,,,,,,,,,"    1",,,,,,
"USW00094789","1986-12-19","   70","   80","  103"," 0650"," 0718","   23","    0","    0",,"   89","   17",,"  320",,,"  315",,,"  156",,,"  221",,"    1",,,,,,,,,,,,,"    1",,,,,,
"USW00094789","1986-12-20","   80","   80","   37"," 2050"," 1209","    0","    0","    0",,"   61","   28",,"  330",,,"  360",,,"   63",,,"   82",,,,,,,,,,,,,,,,,,,,,
"USW00094789","1986-12-21","   10","    0","   51"," 1150"," 1323","    0","    0","    0",,"   44","   -6",,"  360",,,"  360",,,"   80",,,"  103",,,,,,,,,,,,,,,,,,,,,
"USW00094789","1986-12-22","   10","   20","   39"," 2350"," 2317","    0","    0","    0",,"   50","  -17",,"  250",,,"  225",,,"   76",,,"  103",,,,,,,,,,,,,,,,,,,,,
"USW00094789","1986-12-23","   20","   20","   57",," 0407","    0","    0","    0",,"   94","    0",,"  280",,,"  225",,,"   40",,,"  113",,,,,,,,,,,,,,,,,,,,,
"USW00094789","1986-12-24","   90","   80","   74"," 2350"," 2343","   89","    0","    0",,"   78","    0",,"   80",,,"   90",,,"  156",,,"  221",,"    1",,,,,,,,,,,,,"    1",,,,,,
"USW00094789","1986-12-25","  100","  100","   77"," 0050"," 0017","  386","    0","    0",,"  111","   78",,"   90",,,"   90",,,"  156",,,"  247",,"    1","    1",,,,,,,,,,"    1",,"    1",,,,,,
"USW00094789","1986-12-26","   50","   50","   53"," 0050"," 0012","    0","    0","    0",,"   89","   39",,"  320",,,"  315",,,"   72",,,"  103",,,,,,,,,,,,,,,,,,,,,
"USW00094789","1986-12-27","   80","   90","   27"," 1250"," 1137","    0","    0","    0",,"   56","   17",,"  330",,,"  360",,,"   54",,,"   72",,,,,,,,,,,,,,,,,,,,,
"USW00094789","1986-12-28","   80","   90","   44"," 1250"," 1352","    0","    0","    0",,"   39","   11",,"  340",,,"  360",,,"   63",,,"   87",,,,,,,,,,,,,,,,,,,,,
"USW00094789","1986-12-29","   70","   50","   21"," 1350"," 1933","    0","    0","    0",,"   61","   17",,"  210",,,"   45",,,"   40",,,"   51",,,,,,,,,,,,,,,,,,,,,
"USW00094789","1986-12-30","  100","  100","   54"," 2350"," 2055","   74","    8","    0",,"   56","    6",,"  340",,,"  270",,,"   89",,,"  123",,"    1",,,,,,,"    1",,,,,,"    1",,"    1",,,,
"USW00094789","1986-12-31","   50","   50","   55"," 0000"," 0958","    0","    0","    0",,"   67","   11",,"  340",,,"  360",,,"   89",,,"  123",,,,,,,,,,,,,,,,,,,,,
"USW00094789","1987-01-01","   80","  100","   54"," 2350"," 2335","  140","    3","    0",,"   33","  -11",,"   40",,,"   45",,,"  130",,,"  170",,"    1",,,,,,,,,,,,,"    1",,"    1",,,,
"USW00094789","1987-01-02","  100","  100","   93"," 0150"," 0214","  401","    3","    0",,"   50","    6",,"   30",,,"   45",,,"  139",,,"  195",,"    1",,,"    1",,,,,,,,,,"    1",,"    1",,,,
"USW00094789","1987-01-03","   80","   90","   89"," 1250"," 1519","    0","    0","    0",,"   50","  -11",,"  300",,,"  315",,,"  112",,,"  164",,,,,,,,,,,,,,,,,"    1",,,,
"USW00094789","1987-01-04","   50","   90","   55"," 0000"," 0037","    0","    0","    0",,"   17","  -33",,"  340",,,"  315",,,"   76",,,"  103",,,,,,,,,,,,,,,,,,,,,
"USW00094789","1987-01-05","    0","    0","   69"," 1050"," 1053","    0","    0","    0",,"   33","  -33",,"  360",,,"  360",,,"  125",,,"  164",,,,,,,,,,,,,,,,,,,,,
"USW00094789","1987-01-06","   60","   60","   33"," 2150"," 1948","    0","    0","    0",,"   39","  -28",,"  220",,,"  225",,,"   63",,,"  144",,,,,,,,,,,,,,,,,,,,,
"USW00094789","1987-01-07","   80","  100","   77"," 1450"," 2052","    0","    0","    0",,"   83","   22",,"  280",,,"  315",,,"  116",,,"  175",,,,,,,,,,,,,,,,,,,,,
"USW00094789","1987-01-08","   30","    0","   80"," 0450"," 1010","    0","    0","    0",,"   39","    0",,"  320",,,"  315",,,"  112",,,"  195",,,,,,,,,,,,,,,,,,,,,
"USW00094789","1987-01-09","   80","  100","   40"," 0250"," 0138","    0","    0","    0",,"   39","   11",,"  260",,,"  270",,,"   63",,,"   98",,,,,,,,,,,,,,,,,,,,,
"USW00094789","1987-01-10","  100","  100","   46"," 1350"," 2107","  114","    0","    0",,"   61","    6",,"   70",,,"   45",,,"   89",,,"  113",,"    1",,,,,,,,,,,"    1",,"    1",,"    1",,,,
"USW00094789","1987-01-11","   90","   90","   96"," 1950"," 1944","    0","    0","    0",,"   50","   17",,"  300",,,"  315",,,"  183",,,"  211",,"    1",,,,,,,,,,,"    1",,"    1",,,,,,
"USW00094789","1987-01-12","  100","  100","   89"," 1150"," 0947","    0","    0","    0",,"   44","   17",,"  280",,,"  270",,,"  112",,,"  144",,,,,,,,,,,,,,,,,,,,,
"USW00094789","1987-01-13","   50","   50","   87"," 1053"," 1018","    0","    0","    0",,"   67","   17",,"  320",,,"  315",,,"  134",,,"  206",,,,,,,,,,,,,,,,,,,,,
"USW00094789","1987-01-14","   70","   90","   46"," 1950"," 2337","    0","    0","    0",,"   94","  -11",,"  250",,,"  225",,,"   63",,,"   98",,,,,,,,,,,,,,,,,,,,,
"USW00094789","1987-01-15","  100","  100","   55"," 2050"," 1937","    5","    0","    0",,"  122","   61",,"  280",,,"  270",,,"   89",,,"  129",,"    1",,,,,,,,,,,,,"    1",,,,,,
"USW00094789","1987-01-16","   70","   80","   69"," 2350"," 2341","    0","    0","    0",,"  100","  -22",,"   10",,,"  360",,,"   89",,,"  118",,,,,,,,,,,,,,,,,,,,,
"USW00094789","1987-01-17","   30","   10","   51"," 0350"," 0333","    0","    0","    0",,"    0","  -50",,"   40",,,"   45",,,"   89",,,"  113",,,,,,,,,,,,,,,,,,,,,
"USW00094789","1987-01-18","  100","  100","   45"," 1852"," 1847","  196","    0","    0",,"   44","  -39",,"   10",,,"  360",,,"   80",,,"  113",,"    1",,,"    1",,,,"    1",,,,,,"    1",,,,,,
"USW00094789","1987-01-19","  100","  100","   56"," 2050"," 2132","  178","   13","    0",,"   39","  -11",,"  340",,,"  360",,,"   98",,,"  154",,"    1",,,"    1",,,,,,,,"    1",,"    1",,"    1",,,,
"USW00094789","1987-01-20","  100","  100","   34"," 1250"," 0034","    0","    0","    0",,"   11","  -17",,"  320",,,"  360",,,"   54",,,"  103",,,,,,,,,,,,,,,,,,,,,
"USW00094789","1987-01-21","  100","   90","   51"," 1450"," 1404","    0","    0","    0",,"   33","   -6",,"  280",,,"  270",,,"   80",,,"  108",,,,,,,,,,,,,,,,,,,,,
"USW00094789","1987-01-22","  100","  100","   79"," 2250"," 2257","  201","  193","    0",,"   17","  -11",,"  310",,,"  315",,"  127","  125",,,"  170",,"    1",,,"    1",,"    1",,"    1",,,,,,"    1","    1","    1",,,,
"USW00094789","1987-01-23","   50","   50","  110"," 0150"," 2108","    0","    3","  152",,"   17","  -83",,"  290",,,"  315",,"  152","  139",,,"  190",,"    1",,,,,,,,,,,,,,,"    1",,,,
"USW00094789","1987-01-24","   10","   30","  117"," 1050"," 0948","    0","    0","  102",,"  -72"," -111",,"  270",,,"  270",,"  102","  139",,,"  185",,,,,,,,,,,,,,,,,,,,,
"USW00094789","1987-01-25","   90","   90","   40"," 0050"," 0042","    3","    3","   76",,"  -44"," -117",,"  320",,,"  315",,,"   67",,,"   93",,,,,,,,,,,,,,,,,"    1",,,,
"USW00094789","1987-01-26","   90","  100","   94"," 0650"," 1944","   74","   84","   76",,"  -50","  -83",,"   30",,,"  360",,"  127","  125",,,"  164",,"    1",,,,,,,,"    1",,,,,,,"    1",,,,
"USW00094789","1987-01-27","   40","    0","   51"," 2350"," 0052","    0","    0","  127",,"  -44"," -111",,"  360",,,"  360",,"  127","   89",,,"  139",,,,,,,,,,,,,,,,,,,,,
"USW00094789","1987-01-28","   10","   30","   39"," 2350"," 2016","    0","    0","  127",,"   -6"," -106",,"  290",,,"  270",,"  102","   54",,,"   67",,,,,,,,,,,,,,,,,,,,,
"USW00094789","1987-01-29","   60","   60","   35"," 1450"," 0815","    0","    0","  102",,"   33","  -67",,"  330",,,"  270",,"  127","   54",,,"   72",,,,,,,,,"    1",,,,,,,,,,,,
"USW00094789","1987-01-30","  100","  100","   38"," 1950"," 1847","  117","    0","   51",,"   44","  -17",,"  360",,,"   90",,,"   63",,,"   93",,"    1",,,,,,,,,,,"    1",,"    1",,"    1",,,,
"USW00094789","1987-01-31","   70","   90","   76"," 2250"," 1822","    0","    0","    0",,"   28","  -11",,"  310",,,"  315",,,"  112",,,"  139",,"    1",,,,,,,,,,,,,,,"    1",,,,
"USW00094789","1987-02-01","   70","   90","   66"," 0150"," 0147","    0","    0","    0",,"   22","  -22",,"  320",,,"  315",,,"   98",,,"  129",,,,,,,,,,,,,,,"    1",,,,,,
"USW00094789","1987-02-02","   70","   60","   39"," 0950"," 1034","   13","    0","    0",,"   61","    0",,"  260",,,"  270",,,"   67",,,"   93",,"    1",,,"    1",,,,"    1",,,,,,"    1",,"    1",,,,
"USW00094789","1987-02-03","   60","   60","   51"," 1550"," 1343","    0","    0","    0",,"  111","    0",,"  310",,,"  270",,,"   89",,,"  134",,,,,,,,,"    1",,,,,,,,,,,,
"USW00094789","1987-02-04","   60","   70","   77"," 2350"," 2256","    0","    0","    0",,"   72","    0",,"  320",,,"  315",,,"  112",,,"  159",,,,,,,,,,,,,,,,,"    1",,,,
"USW00094789","1987-02-05","   30","    0","   81"," 0250"," 0951","    0","    0","    0",,"   11","  -44",,"  330",,,"  315",,,"  130",,,"  170",,,,,,,,,,,,,,,,,,,,,
"USW00094789","1987-02-06","   20","   30","   46"," 2350"," 0015","    0","    0","    0",,"   61","  -17",,"  250",,,"  270",,,"   76",,,"   98",,,,,,,,,,,,,,,,,,,,,
"USW00094789","1987-02-07","   40","   20","   44"," 2050"," 1831","    0","    0","    0",,"  100","    0",,"  330",,,"  360",,,"   67",,,"  108",,,,,,,,,,,,,,,,,,,,,
"USW00094789","1987-02-08","   70","   90","   41"," 1350"," 1239","    0","    0","    0",,"   56","   -6",,"  180",,,"  180",,,"   94",,,"  113",,,,,,,,,,,,,,,"    1",,,,,,
"USW00094789","1987-02-09","   80","  100","  116"," 1250"," 1454","   46","   13","    0",,"   44","  -78",,"  340",,,"  360",,,"  174",,,"  252",,"    1",,,,,,,,"    1",,,,,"    1",,"    1",,,,
"USW00094789","1987-02-10","   60","   80","   83"," 2350"," 0020","    0","    0","    0",,"   28","  -78",,"  330",,,"  315",,,"  116",,,"  170",,,,,,,,,,,,,,,,,,,,,
"USW00094789","1987-02-11","   60","   90","   68"," 2350"," 0003","    0","    0","    0",,"   44","  -11",,"  330",,,"  315",,,"  107",,,"  164",,,,,,,,,,,,,,,,,,,,,
"USW00094789","1987-02-12","   90","  100","   33"," 1736"," 1727","   36","   33","    0",,"   11","  -22",,"   20",,,"  360",,,"   72",,,"   98",,"    1",,,,,,,"    1",,,,,,,,"    1",,,,
"USW00094789","1987-02-13","   30","    0","   85"," 0850"," 0800","    0","    0","   25",,"  -11","  -72",,"  300",,,"  315",,,"  116",,,"  154",,,,,,,,,,,,,,,,,,,,,
"USW00094789","1987-02-14","   80","   90","   49"," 0150"," 0019","    0","    0","   25",,"   -6"," -106",,"  330",,,"  315",,,"   89",,,"  113",,,,,,,,,,,,,,,,,"    1",,,,
"USW00094789","1987-02-15","   20","    0","   73"," 1050"," 1815","    0","    0","   25",,"  -50"," -139",,"   10",,,"  315",,,"   94",,,"  129",,,,,,,,,,,,,,,,,,,,,
"USW00094789","1987-02-16","   50","   60","   69"," 0850"," 0840","    0","    0","    0",,"  -11"," -128",,"  360",,,"  360",,,"   98",,,"  118",,,,,,,,,,,,,,,,,,,,,
"USW00094789","1987-02-17","   60","   50","   70"," 0250"," 1052","    0","    0","    0",,"   39","  -72",,"   10",,,"  360",,,"   98",,,"  123",,,,,,,,,,,,,,,,,,,,,
"USW00094789","1987-02-18","   60","   80","   63"," 0250"," 2235","    0","    0","    0",,"   33","  -28",,"  360",,,"  360",,,"   89",,,"  108",,,,,,,,,,,,,,,,,,,,,
"USW00094789","1987-02-19","    0","    0","   66"," 2150"," 2140","    0","    0","    0",,"   39","  -44",,"  310",,,"  315",,,"   94",,,"  123",,,,,,,,,,,,,,,,,,,,,
"USW00094789","1987-02-20","   10","   10","   58"," 1850"," 1003","    0","    0","    0",,"   50","  -28",,"  330",,,"  360",,,"   76",,,"  118",,,,,,,,,,,,,,,,,,,,,
"USW00094789","1987-02-21","   20","   30","   44"," 1150"," 1123","    0","    0","    0",,"   72","  -39",,"  320",,,"  315",,,"   63",,,"   82",,,,,,,,,,,,,,,,,,,,,
"USW00094789","1987-02-22","   40","   20","   32"," 1350"," 1621","    0","    0","    0",,"   67","  -22",,"  200",,,"  180",,,"   63",,,"   72",,,,,,,,,,,,,,,,,,,,,
"USW00094789","1987-02-23","   70","   90","   73"," 2050"," 1935","  163","  155","  127",,"   56","    0",,"  320",,,"  315",,"  127","  107",,,"  154",,"    1",,,,,,,,,,,,,"    1",,"    1",,,,
"USW00094789","1987-02-24","    0","    0","   85"," 2350"," 1523","    0","    0","   76",,"   67","    0",,"  340",,,"  315",,"   51","  103",,,"  144",,,,,,,,,,,,,,,,,,,,,
"USW00094789","1987-02-25","   10","   20","   72"," 2350"," 0142","    0","    0","   25",,"   61","  -22",,"  340",,,"  360",,,"  103",,,"  118",,,,,,,,,,,,,,,,,,,,,
"USW00094789","1987-02-26","   30","   60","   53"," 1550"," 1424","    0","    0","    0",,"   67","  -22",,"  360",,,"  360",,,"   72",,,"  113",,,,,,,,,,,,,,,,,,,,,
"USW00094789","1987-02-27","   70","  100","   39"," 0850"," 0930","    0","    0","    0",,"   50","  -17",,"   40",,,"   45",,,"   67",,,"   82",,,,,,,,,,,,,,,,,,,,,
"USW00094789","1987-02-28","   90","   80","   26"," 1250"," 1122","    0","    0","    0",,"   50","  -28",,"  170",,,"  135",,,"   63",,,"   87",,,,,,,,,,,,,,,"    1",,,,,,
"USW00094789","1987-03-01","  100","  100","   60"," 0550"," 0536","  274","    0","    0",,"   94","   39",,"   90",,,"   90",,,"   89",,,"  129",,"    1","    1",,,,,,,,,,"    1",,"    1",,,,,,
"USW00094789","1987-03-02","   90","   90","   73"," 1150"," 1144","    5","    0","    0",,"  100","   33",,"  290",,,"  270",,,"  134",,,"  180",,"    1",,,,,,,,,,,"    1",,"    1",,,,,,
"USW00094789","1987-03-03","   80","  100","   41"," 2150"," 2205","    3","    0","    0",,"   44","    0",,"  340",,,"  360",,,"   94",,,"  123",,,,,,,,,,,,,,,"    1",,"    1",,,,
"USW00094789","1987-03-04","   60","   80","   51"," 1150"," 1403","    0","    0","    0",,"   39","   -6",,"  360",,,"   45",,,"   67",,,"   93",,,,,,,,,,,,,,,,,,,,,
"USW00094789","1987-03-05","   10","   20","   45"," 0950"," 1157","    0","    0","    0",,"   44","  -17",,"   10",,,"   45",,,"   67",,,"  123",,,,,,,,,,,,,,,,,,,,,
"USW00094789","1987-03-06","   40","   40","   53"," 1250"," 1322","    0","    0","    0",,"  106","  -11",,"  230",,,"  270",,,"   89",,,"  113",,,,,,,,,,,,,,,,,,,,,
"USW00094789","1987-03-07","   30","   30","   50"," 2350"," 0029","    0","    0","    0",,"  211","   44",,"  250",,,"  225",,,"   67",,,"  103",,,,,,,,,,,,,,,,,,,,,
"USW00094789","1987-03-08","   30","   20","   36"," 2350"," 0549","    0","    0","    0",,"  222","   72",,"  250",,,"  270",,,"   67",,,"  103",,,,,,,,,,,,,,,,,,,,,
"USW00094789","1987-03-09","  100","  100","   75"," 2150"," 2042","    0","    0","    0",,"  150","  -28",,"   10",,,"  360",,,"  134",,,"  195",,,,,,,,,,,,,,,,,,,,,
"USW00094789","1987-03-10","   50","   50","   97"," 0050"," 0114","    0","    0","    0",,"  -17","  -89",,"  360",,,"  360",,,"  130",,,"  175",,,,,,,,,,,,,,,,,,,,,
"USW00094789","1987-03-11","   60","   70","   47"," 0450"," 0009","    0","    0","    0",,"   17","  -83",,"   20",,,"  360",,,"   80",,,"  103",,,,,,,,,,,,,,,,,,,,,
"USW00094789","1987-03-12","  100","  100","   47"," 0450"," 0519","   51","   38","    0",,"   11","   -6",,"   60",,,"   45",,,"   63",,,"   82",,"    1",,,,,,,"    1",,,,,,,,"    1",,,,
"USW00094789","1987-03-13","   80","  100","   64"," 1050"," 1150","   15","   13","   51",,"   39","    0",,"   30",,,"  360",,,"   89",,,"  129",,"    1",,,,,,,,,,,,,,,"    1",,,,
"USW00094789","1987-03-14","   20","   30","   50"," 1050"," 1206","    0","    0","    0",,"   72","   -6",,"  360",,,"  360",,,"   72",,,"  113",,,,,,,,,,,,,,,,,,,,,
"USW00094789","1987-03-15","   50","   70","   36"," 1650"," 1631","    0","    0","    0",,"   61","   -6",,"  180",,,"  180",,,"   63",,,"   87",,,,,,,,,,,,,,,,,,,,,
"USW00094789","1987-03-16","   30","   30","   68"," 1850"," 1942","    0","    0","    0",,"   67","  -11",,"  350",,,"  360",,,"  103",,,"  144",,,,,,,,,,,,,,,,,,,,,
"USW00094789","1987-03-17","   40","   50","   67"," 0950"," 1100","    0","    0","    0",,"   83","   -6",,"  360",,,"  360",,,"   94",,,"  139",,,,,,,,,,,,,,,,,,,,,
"USW00094789","1987-03-18","    0","    0","   54"," 1050"," 1027","    0","    0","    0",,"  111","   22",,"  350",,,"  360",,,"   89",,,"  118",,,,,,,,,,,,,,,,,,,,,
"USW00094789","1987-03-19","   20","   20","   50"," 2150"," 2103","    0","    0","    0",,"  122","   11",,"   10",,,"  360",,,"   76",,,"  103",,,,,,,,,,,,,,,,,,,,,
"USW00094789","1987-03-20","   70","  100","   60"," 0150"," 0023","    0","    0","    0",,"   83","   28",,"  360",,,"  360",,,"   89",,,"  118",,,,,,,,,,,,,,,"    1",,,,,,
"USW00094789","1987-03-21","   90","  100","   56"," 2250"," 1448","   20","    0","    0",,"   89","   22",,"  360",,,"  360",,,"   94",,,"  123",,,,"    1",,,,,,,,,,,"    1",,"    1",,,,
"USW00094789","1987-03-22","   70","   50","   73"," 2350"," 0907","   10","    0","    0",,"  128","   28",,"   50",,,"   45",,,"   94",,,"  154",,,,,,,,,,,,,"    1",,"    1",,,,,,
"USW00094789","1987-03-23","   20","   10","   57"," 2350"," 1320","    0","    0","    0",,"  178","   44",,"   50",,,"  360",,,"   94",,,"  129",,,,,,,,,,,,,,,,,,,,,
"USW00094789","1987-03-24","    0","    0","   33"," 1320"," 1230","    0","    0","    0",,"  189","   33",,"  190",,,"   45",,,"   63",,,"   98",,,,,,,,,,,,,,,,,,,,,
"USW00094789","1987-03-25","   20","    0","   41"," 1550"," 1609","    0","    0","    0",,"  161","   56",,"  180",,,"  180",,,"   76",,,"   93",,,,,,,,,,,,,,,"    1",,,,,,
"USW00094789","1987-03-26","   60","   60","   51"," 1650"," 1634","    5","    0","    0",,"  183","   78",,"  270",,,"  270",,,"   89",,,"  113",,,,,,,,,,,,,,,"    1",,,,,,
"USW00094789","1987-03-27","   60","   40","   26"," 1150"," 1325","    0","    0","    0",,"  167","   78",,"  180",,,"  180",,,"   67",,,"   77",,,,,,,,,,,,,,,"    1",,,,,,
"USW00094789","1987-03-28","   60","   70","   49"," 1350"," 1209","   99","    0","    0",,"  161","   72",,"   20",,,"  360",,,"   76",,,"  123",,"    1",,,,,,,"    1",,,,,,"    1",,,,,,
"USW00094789","1987-03-29","   40","   30","   45"," 1850"," 1837","    0","    0","    0",,"  128","   72",,"  160",,,"  180",,,"   80",,,"  113",,"    1",,,,,,,"    1",,,,,,,,,,,,
"USW00094789","1987-03-30","   80","   80","   72"," 1150"," 2248","   89","    0","    0",,"  139","   72",,"  150",,,"  135",,,"  103",,,"  149",,"    1",,,,,,,"    1",,,,,,"    1",,,,,,
"USW00094789","1987-03-31","  100","  100","  114"," 1415"," 1158","  257","    0","    0",,"  139","   44",,"  180",,,"  180",,,"  174",,,"  242",,"    1","    1",,,,,,,,,,,,"    1",,,,,,
"USW00094789","1987-04-01","   30","   40","   67"," 0250"," 1448","    0","    0","    0",,"   83","    6",,"  300",,,"  315",,,"  103",,,"  144",,,,,,,,,,,,,,,,,,,,,
"USW00094789","1987-04-02","   70","   80","   78"," 1350"," 1436","    0","    0","    0",,"  106","   22",,"  170",,,"  180",,,"  139",,,"  185",,,,,,,,,,,,,,,,,,,,,
"USW00094789","1987-04-03","  100","  100","   42"," 2350"," 2342","   91","    0","    0",,"  133","   67",,"  100",,,"   90",,,"   80",,,"  134",,"    1",,,,,,,,,,,,,"    1",,,,,,
"USW00094789","1987-04-04","   80","   90","   88"," 1150"," 1118","  345","    0","    0",,"  122","   61",,"  100",,,"   90",,,"  134",,,"  226",,"    1",,,,,,,,,,,,,"    1",,,,,,
"USW00094789","1987-04-05","   70","   80","   51"," 1550"," 1413","   13","    0","    0",,"  139","   28",,"   50",,,"   45",,,"   89",,,"  118",,,,,,,,,,,,,"    1",,"    1",,,,,,
"USW00094789","1987-04-06","  100","  100","   42"," 0450"," 0524","  114","    0","    0",,"   72","   50",,"   60",,,"   90",,,"   76",,,"  129",,"    1",,,,,,,,,,,"    1",,"    1",,,,,,
"USW00094789","1987-04-07","  100","  100","   49"," 1850"," 1723","   38","    0","    0",,"  133","   61",,"  330",,,"  315",,,"   72",,,"  103",,"    1",,,,,,,,,,,,,"    1",,,,,,
"USW00094789","1987-04-08","   60","   70","   54"," 0950"," 0941","    0","    0","    0",,"  128","   56",,"  350",,,"  360",,,"   76",,,"  113",,,,,,,,,,,,,,,,,,,,,
"USW00094789","1987-04-09","   80","   90","   41"," 1250"," 1224","    0","    0","    0",,"  161","   83",,"  300",,,"  270",,,"   63",,,"  108",,,,,,,,,,,,,,,,,,,,,
"USW00094789","1987-04-10","   10","   10","   48"," 1350"," 1442","    0","    0","    0",,"  200","   89",,"  240",,,"  225",,,"   80",,,"  108",,,,,,,,,,,,,,,,,,,,,
"USW00094789","1987-04-11","   50","   40","   43"," 1850"," 1901","    0","    0","    0",,"  194","   89",,"  180",,,"  180",,,"   98",,,"  134",,,,,,,,,,,,,,,,,,,,,
"USW00094789","1987-04-12","   60","   60","   40"," 1250"," 2006","   61","    0","    0",,"  178","   94",,"  180",,,"   90",,,"   72",,,"  103",,"    1",,"    1",,,,,,,,,"    1",,"    1",,,,,,
"USW00094789","1987-04-13","   80","  100","   77"," 1250"," 1118","    0","    0","    0",,"  117","   67",,"   30",,,"  360",,,"  112",,,"  164",,"    1",,"    1",,,,,,,,,,,"    1",,,,,,
"USW00094789","1987-04-14","   30","   50","   45"," 0650"," 1247","    0","    0","    0",,"  150","   56",,"   50",,,"  180",,,"   80",,,"   87",,,,,,,,,,,,,,,,,,,,,
"USW00094789","1987-04-15","   90","  100","   28"," 1250"," 1258","    0","    0","    0",,"  122","   56",,"  180",,,"  180",,,"   45",,,"   62",,,,,,,,,,,,,,,,,,,,,
